11	Abraham goes to Mount Moriah to sacrifice his son Isaac	11.1	19. GEN 22 Gerar to Moriah.jpg
11	Abraham goes to Mount Moriah to sacrifice his son Isaac	11.2	20. GEN 22 Land of Moriah.jpg
11	Abraham goes to Mount Moriah to sacrifice his son Isaac	11.3	21. GEN 22 Moriah to Beersheba.jpg
13	Rebecca at the Well 	13.1	23. Beersheba to Haran.jpg
13	Rebecca at the Well 	13.2	24. From Beersheba to Isaac.jpg
13	Rebecca at the Well 	13.3	25. Isaac to Gerar.jpg
13	Rebecca at the Well 	13.4	26. Isaac to Beersheba.jpg
14	Jacob’s Journeys from Beersheba to Haran and back to the Land	14.1	23. Beersheba to Haran.jpg
14	Jacob’s Journeys from Beersheba to Haran and back to the Land	14.2	27. Jacob to Bethel.jpg
14	Jacob’s Journeys from Beersheba to Haran and back to the Land	14.3	28. Haran to Gilead.jpg
14	Jacob’s Journeys from Beersheba to Haran and back to the Land	14.4	29. Mizpah to Bethel.jpg
14	Jacob’s Journeys from Beersheba to Haran and back to the Land	14.5	30. Bethel to Hebron.jpg
15	Joseph and his brothers	15.1	31. Joseph to Dothan.jpg
15	Joseph and his brothers	15.2	32. Joseph to Egypt.jpg
15	Joseph and his brothers	15.3	33. Judah to Timnah.jpg
16	Jacob prepares a present for Joseph	16.1	34. Joseph's brothers to Egypt.jpg
17	Israelites live in the Land of Goshen	17.1	35. Jacob to Goshen.jpg
17	Israelites live in the Land of Goshen	17.2	38. Pithom and Rameses.jpg
17	Israelites live in the Land of Goshen	17.3	36. Jacob to Pharaoh.jpg
18	Jacob buried in the Promised Land	18.1	37. Burial of Jacob.jpg
18	Jacob buried in the Promised Land	18.2	35. Jacob to Goshen.jpg
19	The Death of Joseph	19.1	42. Exodus Route1.jpg
19	The Death of Joseph	19.2	43. Exodus Route2.jpg
19	The Death of Joseph	19.3	47. Transjordan.jpg
19	The Death of Joseph	19.4	54. Crossing the Jordan.jpg
19	The Death of Joseph	19.5	57. Blessings and Curses.jpg
20	Slavery in Egypt	20.1	38. Pithom and Rameses.jpg
21	Moses at the Burning Bush	21.1	39. Moses to Midian.jpg
21	Moses at the Burning Bush	21.2	40. Moses to Horeb.jpg
21	Moses at the Burning Bush	21.3	41. Aaron to Horeb.jpg
22	The Exodus Route	22.1	42. Exodus Route1.jpg
30	The Priestly Blessing 	30.1	jlm_ketef_hinnom_tomb_location.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.1	43. Exodus Route2.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.2	44. Spies.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.3	45. Nations.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.4	46. 38 years wandering.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.5	47. Transjordan.jpg
31	The second part of the Exodus Route and the Twelve Spies searching out the Land 	31.6	48. Sihon and Og battle.jpg
32	Balaam the False Prophet and View from Mount Nebo	32.1	49. Balaam's Journey.jpg
32	Balaam the False Prophet and View from Mount Nebo	32.2	50. Balaam's prophecies.jpg
32	Balaam the False Prophet and View from Mount Nebo	32.3	51. Borders of the Land.jpg
32	Balaam the False Prophet and View from Mount Nebo	32.4	52. View from Nebo.jpg
33	Crossing the Jordan 	33.1	53 Spies to Jericho.jpg
33	Crossing the Jordan 	33.2	54. Crossing the Jordan.jpg
34	The Conquest of Jericho	34.1	55. Capture of Jericho.jpg
35	The Conquest of Ai	35.1	56. Conquest of Ai.jpg
36	Blessings and Curses pronounced respectively on Mount Gerizim and Mount Ebal.	36.1	57. Blessings and Curses.jpg
36	Blessings and Curses pronounced respectively on Mount Gerizim and Mount Ebal.	36.2	58. Blessings and Curses detail.jpg
37	Joshua's Conquest	37.1	59. Deception of the Gibeonites.jpg
37	Joshua's Conquest	37.2	60. Israelites go the Gibeonites.jpg
37	Joshua's Conquest	37.3	61. Battle against Gibeon.jpg
37	Joshua's Conquest	37.4	62. Southern Campaign.jpg
37	Joshua's Conquest	37.5	63. King of Hazor.jpg
37	Joshua's Conquest	37.6	64. Northern Campaign.jpg
37	Joshua's Conquest	37.7	65. Defeated Kings.jpg
38	Division of the land	38.1	4.1 Tribal Allotments.jpg
38	Division of the land	38.2	4.2 Unconquered Territories.jpg
40	The Judges	40.1	66. Judah's Conquest.jpg
40	The Judges	40.2	il_location_judges.jpg
41	Ehud	41.1	67. Ehud's battle.jpg
42	Deborah and Barak	42.1	68. Deborah.jpg
43	Gideon	43.1	69. Gideon.jpg
43	Gideon	43.2	70. Abimelech.jpg
44	Jephthah	44.1	71. Jephthah.jpg
45	Samson	45.1	72. Samson.jpg
45	Samson	45.2	73. Dan Migration.jpg
45	Samson	45.3	74. Benjamites.jpg
46	Bethlehem and Moab	46.1	75. Ruth.jpg
47	The Tabernacle and the Ark of the Covenant 	47.1	76. Hannah.jpg
47	The Tabernacle and the Ark of the Covenant 	47.2	77. Battle at Aphek.jpg
47	The Tabernacle and the Ark of the Covenant 	47.3	78. Ark journeys.jpg
48	Saul’s battles	48.1	79. Mizpah battle.jpg
48	Saul’s battles	48.2	80. Samuel's Circuit.jpg
48	Saul’s battles	48.3	81. Saul's donkeys.jpg
48	Saul’s battles	48.4	82. Jabesh battle.jpg
48	Saul’s battles	48.5	83. Michmash battle_1.jpg
48	Saul’s battles	48.6	84. Michmash battle_2.jpg
49	David and Goliath	49.1	85. David and Goliath.jpg
50	David’s wanderings in the desert	50.1	86. David's wanderings_1.jpg
50	David’s wanderings in the desert	50.2	87. David's wanderings_2.jpg
50	David’s wanderings in the desert	50.3	88. David's wanderings_3.jpg
50	David’s wanderings in the desert	50.4	89. David's wandering_4.jpg
51	David’s Kingdom	51.1	90. David's Kingdom_1.jpg
51	David’s Kingdom	51.2	91. David's Kingdom_2.jpg
51	David’s Kingdom	51.3	92. David's Kingdom_3.jpg
51	David’s Kingdom	51.4	93. David’s Kingdom_4.jpg
51	David’s Kingdom	51.5	94. David’s Kingdom_5.jpg
51	David’s Kingdom	51.6	95. David's Kingdom_6.jpg
51	David’s Kingdom	51.7	96. David's Kingdom_7.jpg
51	David’s Kingdom	51.8	97. David's Kingdom_8.jpg
53	David builds an altar	53.1	98. David's Kingdom_9.jpg
54	Solomon’s Jerusalem	54.1	99. Solomon's Jerusalem.jpg
55	Extent of Solomon’s Kingdom	55.1	Solomon's Kingdom.jpg
56	Solomon’s Trade Routes	56.1	102. Solomon's Kingdom.jpg
56	Solomon’s Trade Routes	56.2	103. Ophir.jpg
57	Solomon’s Temple	57.1	100. Solomon's Temple_1.jpg
57	Solomon’s Temple	57.2	101. Solomon's Temple_2.jpg
58	What the Queen of Sheba saw.	58.1	104. Queen of Sheba.jpg
59	Solomon’s Kingdom	59.1	Solomon's Districts.jpg
60	The Divided Kingdom	60.1	105. Solomon's enemies.jpg
60	The Divided Kingdom	60.2	106. Jeroboam anointed.jpg
60	The Divided Kingdom	60.3	107a. Rehoboam to Shechem.jpg
62	Jeroboam	62.1	107b. Rehoboam to Shechem.jpg
62	Jeroboam	62.2	108. Jeroboams wife.jpg
63	Fortifications of Rehoboam 	63.1	109. Rehoboam's fortifications.jpg
64	Campaigns of Shishak 	64.1	110. Shishak.jpg
65	Reconquest by Abijah of Benjamin territory that had been conquered by Jeroboam King of Israel 	65.1	111. Baasha invasion.jpg
66	Campaign of Zerah the Ethiopian	66.1	112.Zerah the Ethiopian.jpg
67	Baasha fortifies Ramah in Benjamin	67.1	111. Baasha invasion.jpg
68	Asa fortifies Mizpah and Geba in Benjamin 	68.1	111. Baasha invasion.jpg
69	Baasha makes Tirzah his capital	69.1	111. Baasha invasion.jpg
70	Campaign of Benhadad	70.1	111. Baasha invasion.jpg
71	Ministry of Elijah 	71.1	114. Ministry of Elijah.jpg
71	Ministry of Elijah 	71.2	115. Elijah on Mount Carmel.jpg
71	Ministry of Elijah 	71.3	116. Elijah to Sinai.jpg
71	Ministry of Elijah 	71.4	117. Elijah and Elisha.jpg
72	The Siege of Samaria	72.1	118. Siege of Samaria.jpg
73	Ahab	73.1	119. Naboth's vineyard.jpg
74	Wars with Syria	74.1	120. Wars with Syria.jpg
75	Ministry of Elijah (contd)	75.1	121. Ministry of Elijah (contd.).jpg
76	Ministry of Elisha 	76.1	122. Ministry of Elisha.jpg
76	Ministry of Elisha 	76.2	126. Ministry of Elisha_cont.jpg
76	Ministry of Elisha 	76.3	127. Naaman.jpg
76	Ministry of Elisha 	76.4	128. Ministry of Elisha_cont.jpg
76	Ministry of Elisha 	76.5	129. Benhadad.jpg
76	Ministry of Elisha 	76.6	130. Elisha and Hazael.jpg
78	Moabite Revolt	78.1	123. Moabite Incursion.jpg
78	Moabite Revolt	78.2	124. Moabite Rebellion.jpg
78	Moabite Revolt	78.3	125. Moab's Revolt.jpg
79	Jehu 	79.1	132. Jehu.jpg
80	Wars between Israel, Syria and Judah 	80.1	131. Wars with Edom and Syria.jpg
80	Wars between Israel, Syria and Judah 	80.2	133. War with Hazael.jpg
80	Wars between Israel, Syria and Judah 	80.3	134. Jehoash to Elisha.jpg
80	Wars between Israel, Syria and Judah 	80.4	135. Amaziah.jpg
80	Wars between Israel, Syria and Judah 	80.5	136. Uzziah.jpg
80	Wars between Israel, Syria and Judah 	80.6	137. Jeroboam.jpg
81	The Assyrian Empire 	81.1	138. Tiglath Pileser.jpg
81	The Assyrian Empire 	81.2	139. Rezin and Pekah.jpg
81	The Assyrian Empire 	81.3	140. Fall of Samaria.jpg
82	Samaritans	82.1	141. Deportation to Assyria.jpg
82	Samaritans	82.2	142. Sargon.jpg
83	Hezekiah	83.1	143. Hezekiah.jpg
83	Hezekiah	83.2	144. Sennacherib.jpg
83	Hezekiah	83.3	145. Sennacheribs defeat.jpg
83	Hezekiah	83.4	146. Babylon to Jerusalem.jpg
84	Josiah	84.1	147. Josiah.jpg
84	Josiah	84.2	148. Neco.jpg
86	Jehoiakim 	86.1	146. Babylon to Jerusalem.jpg
86	Jehoiakim 	86.2	149. Jehoiakim.jpg
88	Zedekiah	88.1	150. Nebuchadnezzar.jpg
89	Destruction of Jerusalem	89.1	Jerusalem Middle Gate.jpg
90	Babylonian Exile	90.1	151. Babylonian Exile.jpg
90	Babylonian Exile	90.2	152. Gedaliah.jpg
90	Babylonian Exile	90.3	153. Going to Egypt.jpg
92	The Persian Empire and the province of Yehud 	92.1	Yehud province.jpg
93	Return of Jews from Exile 	93.1	151. Babylonian Exile.jpg
95	Samaritans build rival temple on Mount Gerizim	95.1	Mount Gerizim.jpg
97	Jerusalem in the time of Nehemiah	97.1	jlm_nehemiah_d02.jpg
97	Jerusalem in the time of Nehemiah	97.2	Jerusalem in time of Nehemiah map.jpg
101	Esther	101.1	154. Royal Road.jpg
144	Jonah	144.1	155. Jonah.jpg
148	The World of the New Testament	148.1	NT world.jpg
149	Herod the Great	149.1	Jerusalem TM map.jpg
152	Mary visits Elizabeth	152.1	152. Nazareth to Hebron.jpg
153	Birth of Jesus in Bethlehem 	153.1	153. Nazareth to Bethlehem.jpg
155	Escape to Egypt 	155.1	155a. Bethlehem to Egypt.jpg
156	Division of Herod’s Kingdom	156.1	156. Division_Herod's_Kingdom.jpg
157	 Living in Nazareth	157.1	155b. Bethlehem-Egypt-Nazareth.jpg
158	Preaching of John the Baptist 	158.1	158. Bethabara and Aenon.jpg
159	Temptation of Jesus 	159.1	159. Temptation of Jesus.jpg
160	 Herod Antipas imprisons John the Baptist	160.1	160. Herod imprisons John the baptist.jpg
161	First Miracle in Cana	161.1	161. First miracle in Cana.jpg
162	Jesus meets Samaritan woman at Jacob’s Well 	162.1	162. Jesus to Samaria.jpg
163	Rejection in Nazareth	163.1	163. Samaria to Nazareth.jpg
164	Second Miracle in Cana	164.1	164. Second miracle in Cana.jpg
165	Jesus makes his home in Capernaum 	165.1	165. Nazareth to Capernaum.jpg
166	Fishermen called to be Disciples	166.1	166. Fishermen disciples.jpg
168	Preaching in the synagogues of Galilee.	168.1	168. Preaching in the synagogues of Galilee.jpg
169	Man healed at Pool of Bethesda 	169.1	169. Capernaum to Jerusalem.jpg
169	Man healed at Pool of Bethesda 	169.2	jlm_bethesda-pools.jpg
170	Sign of Jonah, a storm on the Sea of Galilee, and visits to Tyre and the cities of the Decapolis	170.1	170.jpg
170	Sign of Jonah, a storm on the Sea of Galilee, and visits to Tyre and the cities of the Decapolis	170.2	170a. Tyre_Sidon.jpg
170	Sign of Jonah, a storm on the Sea of Galilee, and visits to Tyre and the cities of the Decapolis	170.3	Storm.jpg
171	Blind man healed in Bethsaida and Peter’s confession in Caesarea Philippi	171.1	171.jpg
172	The Transfiguration	172.1	172. Transfiguration.jpg
174	Keeping the Feast of Tabernacles (Shelters)	174.1	174. Capernaum to Jerusalem.jpg
175	Healing of the man born blind	175.1	Jerusalem Siloam Pool.jpg
176	Feast of Dedication	176.1	176. Dedication.jpg
177	Raising of Lazarus	177.1	177. Raising Lazarus.jpg
178	Jesus went to a city called Ephraim	178.1	178. Ephraim.jpg
179	Last Journey to Jerusalem	179.1	179. Last Journey to Jerusalem.jpg
180	Triumphal Entry into Jerusalem 	180.1	Bethany to Jerusalem.jpg
181	Second Cleansing of the Temple	181.1	Jerusalem TM map.jpg
181	Second Cleansing of the Temple	181.2	Herod_tm_plan.jpg
183	Widow’s Mites	183.1	Temple Treasury.jpg
187	Palace of Annas the High Priest	187.1	way_to_golgotha.jpg
188	Locations during the Trial of Jesus	188.1	Trial locations.jpg
188	Locations during the Trial of Jesus	188.2	way_to_golgotha.jpg
189	Traditional locations of Golgotha (Place of a Skull)	189.1	way_to_golgotha.jpg
189	Traditional locations of Golgotha (Place of a Skull)	189.2	Trial locations.jpg
192	The Road to Emmaus	192.1	192. Road to Emmaus.jpg
193	The Ascension in Bethany	193.1	193. Ascension in Bethany.jpg
194	Day of Pentecost	194.1	ACT 2 Map.jpg
195	The Setting of Acts in the Roman Empire	195.1	NTWORLD.jpg
197	Philip in Samaria and Simon the Sorcerer 	197.1	197. Philip in Samaria.jpg
198	Philip and the Ethiopian Eunuch	198.1	198. Philip and the Ethiopian Eunuch.jpg
199	Saul on the Road to Damascus	199.1	199. Saul on the Road to Damascus .jpg
199	Saul on the Road to Damascus	199.2	199a. Paul to Arabia and back to Damascus..jpg
200	Paul’s journey to Tarsus and Antioch and return to Jerusalem 	200.1	199b. Paul to Jerusalem and Caesarea.jpg
200	Paul’s journey to Tarsus and Antioch and return to Jerusalem 	200.2	200. Cyprus and Cyrene.jpg
200	Paul’s journey to Tarsus and Antioch and return to Jerusalem 	200.3	200. Paul’s journey from Tarsus to Antioch.jpg
201	Peter in the Coastal Plain	201.1	201. Peter in the Coastal Plain.jpg
202	Paul’s First Missionary Journey	202.1	1st Missionary Journey.jpg
202	Paul’s First Missionary Journey	202.2	202a. Journey from Antioch to Jerusalem.jpg
203	Paul’s Second Missionary Journey	203.1	203. Second Missionary Journey.jpg
204	Paul’s Third Missionary Journey	204.1	204. Third Missionary Journey.jpg
205	Paul’s Voyage to Rome 	205.1	205. Paul's Voyage to Rome.jpg
206	Galatians 	206.1	NTWORLD.jpg
207	Ephesians	207.1	Ephesus location.jpg
209	Colossians	209.1	Churches of the Lycus Valley.jpg
210	Thessalonians	210.1	203. Second Missionary Journey.jpg
212	Patmos	212.1	213. Seven Churches of Revelation.jpg
213	Seven Churches	213.1	213. Seven Churches of Revelation.jpg
214	Ephesus	214.1	213. Seven Churches of Revelation.jpg
215	Smyrna	215.1	213. Seven Churches of Revelation.jpg
216	Pergamum	216.1	213. Seven Churches of Revelation.jpg
217	Thyatira	217.1	213. Seven Churches of Revelation.jpg
218	Sardis	218.1	213. Seven Churches of Revelation.jpg
219	Philadelphia	219.1	213. Seven Churches of Revelation.jpg
220	Laodicea in the Lycus Valley 	220.1	213. Seven Churches of Revelation.jpg
